min	03A	06A	13A	27A	33E	36B	46A	34A	39A	43A	29A	06B	07B	36A
2150	0.399	0.40775	0.366	0.3925	0.397375	0.37225	0.3585	0.313375	0.4015	0.3365	0.43	0.4855	0.334875	0.4055
2155	0.399	0.40675	0.3665	0.3925	0.397875	0.37225	0.356	0.312875	0.4015	0.3355	0.4295	0.4845	0.334375	0.405
2160	0.4	0.40725	0.3675	0.394	0.398875	0.37325	0.356	0.312375	0.402	0.336	0.43	0.485	0.334875	0.406
2165	0.401	0.40775	0.369	0.395	0.399875	0.37425	0.356	0.313375	0.4025	0.3375	0.4305	0.486	0.335875	0.4065
2170	0.4005	0.40675	0.3685	0.395	0.400375	0.37475	0.3535	0.311375	0.402	0.337	0.43	0.485	0.335375	0.406
2175	0.4015	0.40825	0.37	0.3965	0.401375	0.37575	0.3545	0.312875	0.403	0.3375	0.431	0.4865	0.336375	0.407
2180	0.402	0.40925	0.3715	0.3975	0.402375	0.37675	0.3555	0.313375	0.4035	0.3385	0.432	0.488	0.337875	0.408
2185	0.4025	0.41025	0.3725	0.3985	0.403875	0.37725	0.356	0.313875	0.404	0.3395	0.434	0.489	0.339375	0.409
2190	0.4035	0.41125	0.3735	0.4	0.404875	0.37875	0.357	0.314875	0.405	0.34	0.4345	0.49	0.340375	0.4105
2195	0.404	0.41025	0.3745	0.4005	0.405875	0.37925	0.3555	0.314375	0.405	0.3405	0.4345	0.489	0.339875	0.4105
2200	0.4045	0.41025	0.375	0.401	0.406375	0.37925	0.3545	0.313875	0.406	0.3405	0.4345	0.489	0.340375	0.4105
2205	0.4045	0.41125	0.375	0.402	0.407375	0.38075	0.355	0.314375	0.406	0.3415	0.435	0.4905	0.341375	0.4115
2210	0.4055	0.41175	0.376	0.4025	0.408375	0.38275	0.3555	0.315375	0.407	0.3425	0.4355	0.492	0.341875	0.412
2215	0.4055	0.41125	0.3775	0.403	0.408875	0.38225	0.354	0.314375	0.4065	0.3425	0.436	0.4915	0.341875	0.412
2220	0.4065	0.41275	0.3785	0.404	0.410375	0.38275	0.3545	0.315375	0.4075	0.343	0.437	0.492	0.342875	0.4135
2225	0.407	0.41275	0.3795	0.405	0.410875	0.38475	0.354	0.314375	0.408	0.3435	0.437	0.4925	0.343375	0.4135
2230	0.407	0.41375	0.3805	0.406	0.411875	0.38425	0.3545	0.315375	0.408	0.3435	0.438	0.493	0.344375	0.414
2235	0.408	0.41375	0.3805	0.407	0.413375	0.38525	0.354	0.315375	0.4085	0.3445	0.4385	0.4925	0.344375	0.4145
2240	0.409	0.41575	0.3815	0.408	0.414875	0.38775	0.356	0.316375	0.409	0.3455	0.4405	0.4945	0.345875	0.416
2245	0.41	0.41775	0.3835	0.4095	0.416375	0.38775	0.358	0.317875	0.409	0.347	0.4425	0.4965	0.347875	0.418
2250	0.4105	0.41775	0.383	0.4095	0.416875	0.38875	0.357	0.317375	0.41	0.3465	0.4425	0.497	0.348875	0.4185
2255	0.4115	0.41925	0.3845	0.411	0.418375	0.39025	0.3575	0.318875	0.411	0.3485	0.444	0.4985	0.349375	0.42
2260	0.412	0.41925	0.386	0.412	0.418375	0.39075	0.357	0.318375	0.411	0.349	0.4445	0.4985	0.349875	0.42
2265	0.412	0.41775	0.386	0.412	0.419375	0.39125	0.354	0.316375	0.411	0.3475	0.443	0.4965	0.349375	0.4185
2270	0.4115	0.41775	0.387	0.4135	0.419875	0.39175	0.353	0.316375	0.412	0.348	0.4425	0.496	0.348875	0.4185
2275	0.413	0.41925	0.388	0.414	0.421375	0.39225	0.3545	0.317875	0.4125	0.3495	0.4445	0.4975	0.349875	0.4195
2280	0.414	0.42175	0.3885	0.4155	0.422375	0.39475	0.3565	0.320375	0.413	0.351	0.447	0.5005	0.351875	0.4215
2285	0.415	0.42225	0.39	0.416	0.423875	0.39525	0.357	0.320375	0.4135	0.3515	0.4475	0.501	0.353375	0.423
2290	0.415	0.42225	0.391	0.4175	0.424375	0.39625	0.357	0.320875	0.4135	0.352	0.448	0.5015	0.353875	0.424
2295	0.416	0.42225	0.391	0.418	0.425375	0.39625	0.3555	0.319875	0.4145	0.3515	0.448	0.5015	0.353375	0.424
2300	0.417	0.42375	0.393	0.4195	0.426875	0.39775	0.3575	0.321375	0.4145	0.353	0.4505	0.5025	0.355875	0.4255
2305	0.4175	0.42475	0.3935	0.4205	0.427875	0.39825	0.358	0.321875	0.415	0.353	0.451	0.5035	0.356375	0.425
2310	0.417	0.42425	0.3945	0.4205	0.428375	0.39925	0.357	0.320875	0.4155	0.353	0.451	0.5025	0.356875	0.4245
2315	0.418	0.42475	0.395	0.421	0.429375	0.40025	0.3565	0.321375	0.416	0.354	0.4515	0.5025	0.356375	0.4245
2320	0.418	0.42425	0.395	0.4215	0.429875	0.40175	0.3545	0.320875	0.4165	0.3535	0.4515	0.502	0.356375	0.4245
2325	0.4195	0.42625	0.3965	0.423	0.431375	0.40275	0.3565	0.321875	0.417	0.3555	0.453	0.5045	0.357875	0.425
2330	0.42	0.42625	0.397	0.4235	0.432375	0.40325	0.3555	0.321875	0.417	0.3555	0.453	0.504	0.357875	0.4245
2335	0.4195	0.42525	0.397	0.4245	0.432875	0.40325	0.353	0.320375	0.4175	0.355	0.452	0.5025	0.357375	0.4245
2340	0.42	0.42525	0.398	0.425	0.433375	0.40375	0.3525	0.320875	0.4175	0.3545	0.4525	0.502	0.356875	0.4245
2345	0.421	0.42775	0.4	0.4265	0.435375	0.40475	0.355	0.322875	0.419	0.356	0.4545	0.5045	0.358875	0.4265
2350	0.421	0.42675	0.4	0.427	0.434875	0.40575	0.352	0.320875	0.418	0.3555	0.4535	0.502	0.358875	0.4255
2355	0.4215	0.42725	0.4005	0.428	0.436875	0.40675	0.353	0.321375	0.4185	0.356	0.455	0.503	0.358875	0.4255
2360	0.4225	0.42825	0.4005	0.429	0.437875	0.40725	0.354	0.322875	0.4195	0.3575	0.456	0.5045	0.360375	0.4265
2365	0.4235	0.42975	0.402	0.43	0.438875	0.40825	0.3545	0.323875	0.42	0.3585	0.457	0.506	0.361375	0.4285
2370	0.424	0.43075	0.4025	0.4305	0.439875	0.40975	0.355	0.323875	0.4205	0.359	0.458	0.507	0.362875	0.4295
2375	0.424	0.43125	0.403	0.431	0.440875	0.40925	0.3545	0.323875	0.4205	0.3595	0.4585	0.5065	0.362375	0.43
2380	0.4255	0.43275	0.404	0.4325	0.442375	0.41125	0.356	0.325375	0.4215	0.36	0.46	0.5085	0.363875	0.431
2385	0.426	0.43275	0.4045	0.4335	0.442875	0.41175	0.3555	0.325375	0.421	0.3605	0.461	0.5085	0.364875	0.432
2390	0.426	0.43275	0.405	0.434	0.443875	0.41325	0.354	0.325375	0.422	0.3615	0.46	0.508	0.364875	0.4325
2395	0.4275	0.43475	0.4065	0.435	0.445375	0.41325	0.3565	0.326875	0.4235	0.363	0.462	0.5105	0.366375	0.434
2400	0.4275	0.43375	0.4065	0.4355	0.445875	0.41325	0.354	0.325875	0.4225	0.362	0.4615	0.509	0.365875	0.4335
2405	0.4285	0.43525	0.4075	0.437	0.447375	0.41425	0.356	0.327375	0.4235	0.364	0.464	0.511	0.368375	0.436
2410	0.43	0.43725	0.409	0.4385	0.448375	0.41675	0.3585	0.329375	0.4235	0.3655	0.4665	0.5135	0.370875	0.4375
2415	0.43	0.43675	0.409	0.4385	0.448875	0.41625	0.356	0.327875	0.424	0.3645	0.4655	0.512	0.369875	0.4375
2420	0.431	0.43875	0.41	0.44	0.450375	0.41725	0.358	0.329375	0.4245	0.367	0.4675	0.5135	0.371375	0.4385
2425	0.432	0.43925	0.4105	0.4415	0.451375	0.41775	0.358	0.330375	0.425	0.367	0.468	0.514	0.372875	0.439
2430	0.4325	0.44075	0.411	0.4415	0.452375	0.41875	0.3585	0.331375	0.426	0.369	0.4695	0.5155	0.374375	0.44
2435	0.433	0.44025	0.4115	0.442	0.452375	0.41925	0.3565	0.329875	0.426	0.368	0.468	0.5145	0.373375	0.44
2440	0.4335	0.44175	0.4115	0.4425	0.453875	0.42025	0.358	0.330875	0.426	0.369	0.47	0.516	0.373875	0.4415
2445	0.4335	0.44025	0.412	0.443	0.453875	0.42025	0.355	0.329875	0.426	0.3685	0.468	0.5145	0.374375	0.4405
2450	0.434	0.44075	0.4125	0.444	0.454875	0.42175	0.3555	0.330375	0.4265	0.3695	0.4685	0.515	0.374875	0.441
2455	0.4345	0.44275	0.413	0.4455	0.455875	0.42275	0.3565	0.331375	0.427	0.3705	0.47	0.516	0.375375	0.4425
2460	0.4355	0.44325	0.414	0.446	0.456875	0.42225	0.3565	0.331375	0.4275	0.372	0.471	0.5165	0.376875	0.4425
2465	0.4355	0.44275	0.414	0.446	0.457375	0.42275	0.3535	0.330375	0.428	0.3715	0.47	0.516	0.376875	0.4425
2470	0.4365	0.44425	0.414	0.448	0.458875	0.42375	0.3555	0.331875	0.428	0.3725	0.4715	0.518	0.377875	0.4435
2475	0.4365	0.44525	0.4155	0.448	0.459875	0.42525	0.355	0.332875	0.429	0.3735	0.472	0.518	0.377875	0.444
2480	0.4375	0.44525	0.4155	0.4485	0.460375	0.42525	0.3555	0.332375	0.429	0.3735	0.473	0.5195	0.379875	0.445
2485	0.4375	0.44475	0.415	0.449	0.460375	0.42575	0.353	0.331375	0.429	0.373	0.4725	0.518	0.379375	0.4455
2490	0.4385	0.44725	0.416	0.45	0.461375	0.42625	0.356	0.333375	0.4295	0.375	0.4745	0.5205	0.380375	0.447
2495	0.439	0.44775	0.417	0.45	0.462375	0.42625	0.356	0.334375	0.4305	0.376	0.4755	0.5205	0.381875	0.448
2500	0.44	0.44825	0.417	0.4505	0.463375	0.42725	0.3555	0.334875	0.4315	0.3755	0.476	0.5215	0.382875	0.45
2505	0.4405	0.44925	0.4175	0.452	0.463375	0.42775	0.3555	0.334875	0.431	0.3765	0.477	0.5225	0.383375	0.4505
2510	0.4415	0.44925	0.418	0.453	0.464875	0.42775	0.355	0.334875	0.432	0.377	0.477	0.5225	0.383875	0.451
2515	0.4415	0.44975	0.4185	0.4535	0.464875	0.43025	0.355	0.335875	0.432	0.378	0.4775	0.523	0.384875	0.4515
2520	0.442	0.45075	0.4195	0.4535	0.465875	0.43075	0.3555	0.336375	0.432	0.3785	0.478	0.5235	0.385375	0.4525
2525	0.4415	0.44825	0.418	0.453	0.465375	0.42875	0.3485	0.332375	0.432	0.3765	0.4745	0.5195	0.382375	0.45
2530	0.4415	0.44825	0.418	0.453	0.465375	0.42825	0.347	0.331875	0.4325	0.3765	0.473	0.518	0.381875	0.449
2535	0.442	0.44925	0.4185	0.453	0.466375	0.42975	0.347	0.332375	0.4325	0.377	0.4735	0.519	0.382875	0.449
2540	0.443	0.45025	0.4185	0.454	0.466875	0.43025	0.349	0.333375	0.4335	0.378	0.476	0.52	0.383875	0.4505
2545	0.443	0.45025	0.419	0.454	0.467875	0.43075	0.3465	0.333375	0.433	0.3775	0.476	0.519	0.383875	0.4505
2550	0.444	0.45125	0.4195	0.4555	0.468375	0.43125	0.347	0.333875	0.434	0.379	0.477	0.5205	0.384875	0.4515
2555	0.444	0.45225	0.4195	0.4555	0.468875	0.43075	0.348	0.334375	0.4345	0.379	0.4785	0.521	0.385875	0.4525
2560	0.444	0.45175	0.419	0.455	0.468875	0.43175	0.3445	0.332875	0.4345	0.3785	0.4775	0.519	0.384875	0.452
2565	0.445	0.45275	0.421	0.4565	0.469875	0.43225	0.346	0.334375	0.434	0.3795	0.4795	0.5205	0.386875	0.4535
2570	0.446	0.45425	0.4215	0.4565	0.470875	0.43325	0.347	0.335875	0.4345	0.3805	0.4815	0.5225	0.388375	0.4555
2575	0.446	0.45275	0.421	0.4555	0.470375	0.43325	0.3435	0.334375	0.435	0.3805	0.48	0.5205	0.386375	0.4545
2580	0.446	0.45425	0.4215	0.4565	0.471375	0.43325	0.344	0.334875	0.4355	0.3815	0.481	0.5215	0.387375	0.4555
2585	0.447	0.45425	0.421	0.457	0.471875	0.43425	0.3425	0.334375	0.435	0.382	0.481	0.5205	0.387875	0.4555
2590	0.448	0.45525	0.4225	0.4575	0.472375	0.43425	0.344	0.335375	0.436	0.3835	0.4825	0.522	0.388375	0.4565
2595	0.448	0.45525	0.4225	0.4575	0.472375	0.43475	0.3425	0.334875	0.436	0.384	0.482	0.5215	0.388875	0.4565
2600	0.448	0.45625	0.423	0.458	0.473375	0.43475	0.3415	0.334875	0.437	0.385	0.482	0.5215	0.389375	0.4565
2605	0.448	0.45575	0.423	0.458	0.473375	0.43425	0.3395	0.333875	0.437	0.3855	0.4815	0.521	0.388875	0.4565
2610	0.449	0.45625	0.423	0.4585	0.473875	0.43575	0.3395	0.334375	0.4375	0.387	0.483	0.5225	0.388875	0.458
2615	0.4485	0.45575	0.423	0.458	0.473375	0.43475	0.337	0.332875	0.438	0.386	0.482	0.52	0.388875	0.4575
2620	0.45	0.45725	0.4235	0.459	0.474375	0.43675	0.338	0.334375	0.438	0.388	0.484	0.5205	0.390375	0.4595
2625	0.451	0.45825	0.4235	0.4595	0.475875	0.43625	0.34	0.336375	0.438	0.389	0.4865	0.5215	0.391375	0.462
2630	0.452	0.45925	0.425	0.4615	0.475875	0.43675	0.3395	0.337375	0.4395	0.3905	0.487	0.522	0.392875	0.4635
2635	0.452	0.45925	0.425	0.461	0.475875	0.43725	0.3395	0.337875	0.4395	0.3915	0.4885	0.522	0.393375	0.465
2640	0.452	0.45975	0.425	0.46	0.475875	0.43725	0.337	0.335875	0.439	0.3915	0.4875	0.5215	0.391875	0.4645
2645	0.4525	0.45975	0.4255	0.461	0.476375	0.43725	0.3355	0.335875	0.4395	0.3915	0.4875	0.5215	0.393375	0.4645
2650	0.453	0.46025	0.426	0.4615	0.476875	0.43775	0.3365	0.337375	0.44	0.393	0.489	0.5225	0.394375	0.466
2655	0.454	0.46125	0.4265	0.462	0.477875	0.43875	0.3365	0.337375	0.44	0.3935	0.4895	0.5235	0.393875	0.466
2660	0.454	0.46275	0.427	0.462	0.477875	0.43925	0.337	0.338875	0.441	0.395	0.4915	0.5255	0.395875	0.4675
2665	0.456	0.46525	0.428	0.4635	0.479375	0.43975	0.341	0.342375	0.442	0.3975	0.495	0.5295	0.399875	0.4705
2670	0.456	0.46475	0.4285	0.464	0.479375	0.44025	0.3385	0.341375	0.4415	0.398	0.4955	0.5285	0.399375	0.47
2675	0.4575	0.46575	0.4285	0.465	0.480375	0.44075	0.34	0.343375	0.4425	0.4	0.4985	0.5305	0.399875	0.4705
2680	0.458	0.46575	0.429	0.465	0.480375	0.44075	0.3385	0.343375	0.443	0.4005	0.5005	0.5305	0.400875	0.4705
2685	0.4565	0.46475	0.4285	0.464	0.479875	0.44025	0.333	0.339875	0.4435	0.399	0.4985	0.5285	0.399375	0.468
2690	0.4575	0.46625	0.429	0.465	0.479875	0.43975	0.3335	0.340875	0.4445	0.3995	0.5005	0.5295	0.400875	0.4685
2695	0.459	0.46825	0.43	0.466	0.480875	0.44175	0.336	0.343375	0.445	0.4025	0.5035	0.5325	0.403375	0.47
2700	0.4585	0.46775	0.429	0.466	0.481375	0.44225	0.3345	0.342375	0.445	0.4025	0.5035	0.5315	0.402875	0.469
2705	0.4595	0.46775	0.4295	0.4655	0.481375	0.44125	0.3325	0.341875	0.4445	0.403	0.5035	0.5315	0.402375	0.4695
2710	0.4585	0.46725	0.43	0.465	0.480875	0.44075	0.329	0.339375	0.445	0.4025	0.5015	0.5295	0.400875	0.467
2715	0.4595	0.46775	0.4295	0.466	0.481375	0.44175	0.3295	0.341375	0.445	0.4035	0.5025	0.531	0.401375	0.468
2720	0.46	0.46825	0.4305	0.4665	0.481375	0.44125	0.3275	0.340375	0.4455	0.403	0.502	0.53	0.401375	0.4675
2725	0.4605	0.46875	0.4305	0.467	0.481875	0.44275	0.3275	0.341375	0.446	0.404	0.502	0.5315	0.401875	0.4675
2730	0.461	0.46975	0.431	0.467	0.482875	0.44275	0.328	0.342375	0.4465	0.4045	0.502	0.5325	0.402875	0.4685
2735	0.462	0.47075	0.4315	0.4675	0.482875	0.44275	0.3275	0.343375	0.447	0.405	0.5025	0.533	0.402875	0.4695
2740	0.4625	0.47075	0.432	0.468	0.483375	0.44325	0.327	0.343875	0.4465	0.406	0.5025	0.534	0.404375	0.4695
2745	0.4625	0.47175	0.4325	0.468	0.483875	0.44475	0.3265	0.344375	0.4475	0.406	0.503	0.535	0.406375	0.469
2750	0.4635	0.47225	0.4325	0.469	0.483375	0.44425	0.3265	0.344875	0.4475	0.4065	0.5045	0.535	0.405875	0.4695
2755	0.463	0.47175	0.432	0.468	0.483375	0.44375	0.3225	0.342375	0.448	0.406	0.5025	0.533	0.404375	0.468
2760	0.4635	0.47175	0.4325	0.469	0.483875	0.44425	0.3215	0.342375	0.4485	0.406	0.502	0.533	0.402875	0.4665
2765	0.464	0.47275	0.4325	0.469	0.483875	0.44425	0.3205	0.342375	0.4485	0.407	0.5025	0.5335	0.402375	0.4665
2770	0.464	0.47275	0.434	0.4695	0.483875	0.44475	0.32	0.342875	0.4485	0.408	0.5025	0.5335	0.404375	0.4665
2775	0.464	0.47275	0.4335	0.4695	0.483375	0.44475	0.3165	0.340875	0.4485	0.408	0.5005	0.531	0.403875	0.465
2780	0.465	0.47425	0.434	0.47	0.483875	0.44575	0.318	0.343375	0.4495	0.41	0.501	0.533	0.405375	0.467
2785	0.4665	0.47625	0.435	0.471	0.484875	0.44675	0.3215	0.346375	0.4495	0.413	0.503	0.536	0.408375	0.4695
2790	0.467	0.47725	0.4355	0.4715	0.485375	0.44725	0.322	0.348375	0.4495	0.415	0.5045	0.5385	0.409375	0.473
2795	0.467	0.47675	0.4355	0.472	0.484375	0.44725	0.318	0.345875	0.4495	0.4145	0.5025	0.536	0.406875	0.472
2800	0.4675	0.47775	0.436	0.472	0.485375	0.44675	0.3175	0.346875	0.451	0.416	0.503	0.5365	0.407375	0.4725
2805	0.4675	0.47675	0.4355	0.472	0.484875	0.44775	0.315	0.345875	0.4515	0.4165	0.5015	0.535	0.406375	0.4715
2810	0.4685	0.47775	0.436	0.4725	0.484875	0.44775	0.3155	0.346875	0.4505	0.418	0.5035	0.5365	0.407375	0.4715
2815	0.469	0.47825	0.436	0.4735	0.485375	0.44825	0.3155	0.347875	0.451	0.419	0.504	0.5375	0.407875	0.4715
2820	0.4695	0.47925	0.437	0.474	0.485375	0.44775	0.315	0.348875	0.452	0.42	0.5045	0.5385	0.407875	0.4705
2825	0.47	0.47925	0.4375	0.4745	0.485375	0.44925	0.3135	0.348875	0.4525	0.422	0.505	0.5385	0.404875	0.4695
2830	0.4695	0.47925	0.438	0.4735	0.484875	0.44825	0.3105	0.346875	0.452	0.421	0.503	0.5365	0.401375	0.4685
2835	0.47	0.47925	0.4375	0.4735	0.484875	0.44975	0.308	0.345875	0.4525	0.421	0.502	0.5355	0.401875	0.4675
2840	0.47	0.47975	0.4375	0.474	0.484875	0.44925	0.306	0.344875	0.4525	0.421	0.5005	0.5345	0.402875	0.468
2845	0.4705	0.48025	0.437	0.4745	0.484875	0.44925	0.306	0.345875	0.453	0.4225	0.5015	0.5355	0.405375	0.471
2850	0.471	0.47975	0.4375	0.474	0.484875	0.44925	0.302	0.344375	0.4525	0.4215	0.4995	0.533	0.406375	0.4695
2855	0.471	0.48075	0.438	0.475	0.484875	0.44925	0.3035	0.345875	0.4535	0.4225	0.501	0.534	0.409375	0.4715
2860	0.471	0.48025	0.439	0.4745	0.484875	0.44925	0.2995	0.343875	0.453	0.4225	0.4995	0.53	0.406375	0.469
2865	0.472	0.48175	0.439	0.476	0.485875	0.45075	0.302	0.346875	0.4535	0.4245	0.5025	0.533	0.408875	0.4695
2870	0.4725	0.48175	0.4395	0.476	0.485375	0.45075	0.3	0.346875	0.4545	0.4245	0.5025	0.534	0.409875	0.4685
2875	0.474	0.48325	0.44	0.477	0.486375	0.45175	0.3025	0.349875	0.455	0.427	0.506	0.5385	0.413875	0.471
2880	0.474	0.48375	0.4395	0.477	0.486375	0.45125	0.3005	0.349375	0.4555	0.4275	0.506	0.54	0.415875	0.471
2885	0.474	0.48375	0.4405	0.477	0.486375	0.45175	0.2985	0.348375	0.4555	0.427	0.5065	0.5385	0.416875	0.471
2890	0.475	0.48475	0.4405	0.4775	0.486375	0.45175	0.2995	0.349875	0.455	0.4285	0.508	0.54	0.418375	0.472
2895	0.4755	0.48575	0.4405	0.478	0.486375	0.45225	0.298	0.349875	0.4555	0.429	0.5095	0.541	0.417875	0.4725
2900	0.476	0.48625	0.4415	0.479	0.486875	0.45275	0.2985	0.351375	0.456	0.43	0.51	0.543	0.419375	0.4725
2905	0.476	0.48625	0.4415	0.4785	0.486875	0.45375	0.2955	0.349875	0.4565	0.43	0.508	0.5415	0.419875	0.472
2910	0.4765	0.48625	0.4425	0.479	0.486875	0.45375	0.2945	0.350875	0.4575	0.431	0.5085	0.541	0.420875	0.4715
2915	0.4765	0.48575	0.442	0.4785	0.486875	0.45325	0.292	0.349375	0.457	0.4305	0.508	0.5395	0.420875	0.47
2920	0.477	0.48775	0.4425	0.4795	0.486875	0.45425	0.293	0.350875	0.458	0.4325	0.511	0.541	0.422375	0.47
2925	0.477	0.48725	0.4425	0.4795	0.486875	0.45425	0.2905	0.349875	0.4575	0.432	0.511	0.5395	0.422375	0.468
2930	0.4775	0.48725	0.4425	0.4795	0.486375	0.45425	0.2885	0.349875	0.4575	0.4325	0.5125	0.5395	0.422375	0.468
2935	0.478	0.48675	0.4425	0.4795	0.486875	0.45425	0.2855	0.348375	0.4575	0.433	0.513	0.5365	0.421375	0.468
2940	0.4785	0.48875	0.4435	0.4805	0.487375	0.45475	0.287	0.350875	0.4585	0.4345	0.5155	0.538	0.423375	0.469
2945	0.479	0.48975	0.4435	0.481	0.487875	0.45525	0.2865	0.351375	0.4585	0.4355	0.517	0.5395	0.424375	0.47
2950	0.4785	0.48875	0.444	0.4805	0.487375	0.45525	0.2815	0.348375	0.459	0.4355	0.514	0.5365	0.422875	0.467
2955	0.48	0.49025	0.4445	0.4815	0.488375	0.45525	0.2825	0.351375	0.4595	0.437	0.515	0.538	0.424875	0.4685
2960	0.48	0.48975	0.4445	0.481	0.487875	0.45575	0.2795	0.350375	0.4595	0.4375	0.5125	0.536	0.424375	0.467
2965	0.481	0.49125	0.445	0.482	0.489375	0.45675	0.2815	0.353875	0.46	0.439	0.5155	0.5385	0.426375	0.469
2970	0.4825	0.49275	0.446	0.4835	0.489375	0.45675	0.283	0.356875	0.4605	0.442	0.519	0.5415	0.429375	0.4705
2975	0.4825	0.49275	0.447	0.4835	0.489375	0.45875	0.2815	0.356375	0.461	0.443	0.5185	0.541	0.429875	0.4715
2980	0.482	0.49275	0.447	0.4835	0.489375	0.45775	0.279	0.355875	0.4615	0.4425	0.518	0.5395	0.430875	0.4705
2985	0.483	0.49375	0.4465	0.484	0.489375	0.45775	0.2785	0.356875	0.4615	0.4435	0.519	0.54	0.432875	0.4705
2990	0.484	0.49375	0.4475	0.485	0.489375	0.45825	0.278	0.357375	0.4625	0.4445	0.5205	0.541	0.435375	0.474
2995	0.4845	0.49525	0.4475	0.4855	0.490375	0.45925	0.277	0.358875	0.462	0.4455	0.521	0.542	0.437875	0.475
3000	0.4845	0.49575	0.448	0.4855	0.490375	0.45975	0.276	0.357875	0.4635	0.447	0.52	0.542	0.438375	0.4735
3005	0.485	0.49575	0.4485	0.4855	0.490375	0.45975	0.274	0.357875	0.463	0.448	0.5195	0.5405	0.439375	0.474
3010	0.4855	0.49675	0.449	0.486	0.490875	0.45975	0.273	0.359375	0.464	0.4495	0.5205	0.5415	0.440875	0.4745
3015	0.486	0.49675	0.4495	0.487	0.491375	0.46025	0.2715	0.359875	0.4645	0.4515	0.5215	0.5475	0.442375	0.4745
3020	0.4865	0.49675	0.45	0.4875	0.491375	0.46125	0.2695	0.359375	0.465	0.452	0.521	0.5515	0.442875	0.4745
3025	0.4865	0.49775	0.4495	0.4875	0.491375	0.46125	0.269	0.360875	0.4655	0.453	0.5225	0.553	0.445375	0.4755
3030	0.487	0.49775	0.4495	0.4875	0.491375	0.46125	0.267	0.359375	0.465	0.453	0.5215	0.549	0.445375	0.475
3035	0.4875	0.49875	0.4505	0.4885	0.492375	0.46225	0.266	0.359875	0.4665	0.4535	0.522	0.5455	0.446375	0.4745
3040	0.4885	0.49925	0.4515	0.489	0.491875	0.46225	0.267	0.362375	0.4665	0.4545	0.523	0.5455	0.447875	0.4755
3045	0.489	0.50025	0.4515	0.489	0.492375	0.46425	0.2665	0.362875	0.467	0.456	0.523	0.545	0.448375	0.4755
3050	0.4885	0.50025	0.4525	0.4895	0.491875	0.46275	0.265	0.362375	0.4675	0.4555	0.523	0.543	0.448875	0.4745
3055	0.4895	0.50025	0.452	0.4895	0.492375	0.46375	0.2635	0.361375	0.4675	0.455	0.523	0.5415	0.448375	0.474
3060	0.49	0.50125	0.452	0.4905	0.492875	0.46375	0.263	0.362875	0.468	0.457	0.524	0.543	0.447875	0.4735
3065	0.4905	0.50125	0.4515	0.4905	0.492875	0.46425	0.2615	0.362375	0.468	0.4575	0.5235	0.542	0.446875	0.4725
3070	0.4915	0.50275	0.4535	0.4915	0.492875	0.46475	0.263	0.365375	0.4695	0.459	0.525	0.5455	0.449875	0.474
3075	0.4915	0.50275	0.454	0.491	0.492875	0.46475	0.262	0.364875	0.469	0.459	0.5245	0.5435	0.449875	0.4745
3080	0.4915	0.50225	0.454	0.491	0.492875	0.46525	0.2595	0.362875	0.469	0.459	0.523	0.5415	0.448875	0.4735
3085	0.4915	0.50275	0.4545	0.491	0.493375	0.46575	0.258	0.362875	0.469	0.458	0.523	0.539	0.446875	0.4725
3090	0.492	0.50275	0.455	0.492	0.493375	0.46475	0.258	0.362875	0.47	0.457	0.523	0.5385	0.445875	0.473
3095	0.4925	0.50325	0.455	0.492	0.493375	0.46575	0.257	0.362375	0.4705	0.457	0.5235	0.538	0.445375	0.4735
3100	0.493	0.50425	0.455	0.493	0.493875	0.46675	0.2565	0.364875	0.4705	0.457	0.5245	0.538	0.446875	0.474
3105	0.4935	0.50475	0.4565	0.4935	0.494375	0.46675	0.256	0.365375	0.4725	0.4575	0.525	0.539	0.448375	0.474
3110	0.494	0.50525	0.4565	0.4935	0.494375	0.46725	0.2555	0.365875	0.472	0.458	0.526	0.542	0.448375	0.473
3115	0.4945	0.50625	0.4565	0.4945	0.494375	0.46675	0.254	0.365375	0.4725	0.458	0.5255	0.545	0.447375	0.472
3120	0.4955	0.50725	0.4565	0.4945	0.494375	0.46825	0.2555	0.369375	0.473	0.4585	0.5275	0.5495	0.449375	0.474
3125	0.495	0.50725	0.4575	0.494	0.494875	0.46775	0.254	0.367375	0.473	0.4575	0.5275	0.5485	0.449875	0.4745
3130	0.4955	0.50625	0.4575	0.495	0.494375	0.46775	0.2525	0.364875	0.4745	0.457	0.526	0.5455	0.447875	0.473
3135	0.4955	0.50775	0.458	0.495	0.494875	0.46825	0.252	0.366375	0.474	0.4575	0.5265	0.5455	0.447375	0.4735
3140	0.496	0.50825	0.458	0.4955	0.494875	0.46875	0.252	0.366875	0.4735	0.459	0.528	0.5455	0.445375	0.474
3145	0.4965	0.50825	0.458	0.4955	0.495375	0.46825	0.2515	0.365875	0.474	0.4585	0.529	0.544	0.444375	0.475
3150	0.4975	0.50925	0.458	0.4955	0.495375	0.46875	0.252	0.367875	0.4755	0.4585	0.5335	0.5445	0.447875	0.477
3155	0.4975	0.50975	0.459	0.4965	0.496375	0.46925	0.251	0.368375	0.475	0.4585	0.5355	0.5435	0.447375	0.4765
3160	0.498	0.50975	0.46	0.496	0.496375	0.46975	0.2505	0.368875	0.477	0.458	0.538	0.5435	0.447875	0.4765
